Planta;Fecha;Total Energy;Total Consumption;Total Import;Total Export;Total Self-consumpion
1;12:00:00;2.489846154;2.489846154;2.489846154;2.489846154;2.489846154
1;13:00:00;2.550461538;2.550461538;2.550461538;2.550461538;2.550461538
1;14:00:00;2.611076923;2.611076923;2.611076923;2.611076923;2.611076923
1;15:00:00;2.671692308;2.671692308;2.671692308;2.671692308;2.671692308
1;16:00:00;2.732307692;2.732307692;2.732307692;2.732307692;2.732307692
1;17:00:00;2.792923077;2.792923077;2.792923077;2.792923077;2.792923077
1;18:00:00;2.853538462;2.853538462;2.853538462;2.853538462;2.853538462
1;19:00:00;2.914153846;2.914153846;2.914153846;2.914153846;2.914153846
1;20:00:00;2.974769231;2.974769231;2.974769231;2.974769231;2.974769231
1;21:00:00;3.035384615;3.035384615;3.035384615;3.035384615;3.035384615
1;22:00:00;3.096;3.096;3.096;3.096;3.096
1;23:00:00;3.156615385;3.156615385;3.156615385;3.156615385;3.156615385
1;0:00:00;3.217230769;3.217230769;3.217230769;3.217230769;3.217230769
1;1:00:00;3.277846154;3.277846154;3.277846154;3.277846154;3.277846154
1;2:00:00;3.338461538;3.338461538;3.338461538;3.338461538;3.338461538
1;3:00:00;3.399076923;3.399076923;3.399076923;3.399076923;3.399076923
1;4:00:00;3.459692308;3.459692308;3.459692308;3.459692308;3.459692308
1;5:00:00;3.520307692;3.520307692;3.520307692;3.520307692;3.520307692
1;6:00:00;3.580923077;3.580923077;3.580923077;3.580923077;3.580923077
1;7:00:00;3.641538462;3.641538462;3.641538462;3.641538462;3.641538462
1;8:00:00;3.702153846;3.702153846;3.702153846;3.702153846;3.702153846
1;9:00:00;3.762769231;3.762769231;3.762769231;3.762769231;3.762769231
1;10:00:00;3.823384615;3.823384615;3.823384615;3.823384615;3.823384615
1;11:00:00;3.884;3.884;3.884;3.884;3.884
1;12:00:00;3.944615385;3.944615385;3.944615385;3.944615385;3.944615385
1;13:00:00;4.005230769;4.005230769;4.005230769;4.005230769;4.005230769
1;14:00:00;4.065846154;4.065846154;4.065846154;4.065846154;4.065846154
1;15:00:00;4.126461538;4.126461538;4.126461538;4.126461538;4.126461538
1;16:00:00;4.187076923;4.187076923;4.187076923;4.187076923;4.187076923
1;17:00:00;4.247692308;4.247692308;4.247692308;4.247692308;4.247692308
1;18:00:00;4.308307692;4.308307692;4.308307692;4.308307692;4.308307692
1;19:00:00;4.368923077;4.368923077;4.368923077;4.368923077;4.368923077
1;20:00:00;4.429538462;4.429538462;4.429538462;4.429538462;4.429538462
1;21:00:00;4.490153846;4.490153846;4.490153846;4.490153846;4.490153846
1;22:00:00;4.550769231;4.550769231;4.550769231;4.550769231;4.550769231
1;23:00:00;4.611384615;4.611384615;4.611384615;4.611384615;4.611384615
1;0:00:00;4.672;4.672;4.672;4.672;4.672
1;1:00:00;4.732615385;4.732615385;4.732615385;4.732615385;4.732615385
1;2:00:00;4.793230769;4.793230769;4.793230769;4.793230769;4.793230769
1;3:00:00;4.853846154;4.853846154;4.853846154;4.853846154;4.853846154
1;4:00:00;4.914461538;4.914461538;4.914461538;4.914461538;4.914461538
1;5:00:00;4.975076923;4.975076923;4.975076923;4.975076923;4.975076923
1;6:00:00;5.035692308;5.035692308;5.035692308;5.035692308;5.035692308
1;7:00:00;5.096307692;5.096307692;5.096307692;5.096307692;5.096307692
1;8:00:00;5.156923077;5.156923077;5.156923077;5.156923077;5.156923077
1;9:00:00;5.217538462;5.217538462;5.217538462;5.217538462;5.217538462
1;10:00:00;5.278153846;5.278153846;5.278153846;5.278153846;5.278153846
1;11:00:00;5.338769231;5.338769231;5.338769231;5.338769231;5.338769231
1;12:00:00;5.399384615;5.399384615;5.399384615;5.399384615;5.399384615
1;13:00:00;5.46;5.46;5.46;5.46;5.46
1;14:00:00;5.520615385;5.520615385;5.520615385;5.520615385;5.520615385
1;15:00:00;5.581230769;5.581230769;5.581230769;5.581230769;5.581230769
1;16:00:00;5.641846154;5.641846154;5.641846154;5.641846154;5.641846154
1;17:00:00;5.702461538;5.702461538;5.702461538;5.702461538;5.702461538
1;18:00:00;5.763076923;5.763076923;5.763076923;5.763076923;5.763076923
1;19:00:00;5.823692308;5.823692308;5.823692308;5.823692308;5.823692308
1;20:00:00;5.884307692;5.884307692;5.884307692;5.884307692;5.884307692
1;21:00:00;5.944923077;5.944923077;5.944923077;5.944923077;5.944923077
1;22:00:00;6.005538462;6.005538462;6.005538462;6.005538462;6.005538462
1;23:00:00;6.066153846;6.066153846;6.066153846;6.066153846;6.066153846
1;0:00:00;6.126769231;6.126769231;6.126769231;6.126769231;6.126769231
1;1:00:00;6.187384615;6.187384615;6.187384615;6.187384615;6.187384615
1;2:00:00;6.248;6.248;6.248;6.248;6.248
1;3:00:00;6.308615385;6.308615385;6.308615385;6.308615385;6.308615385
1;4:00:00;6.369230769;6.369230769;6.369230769;6.369230769;6.369230769
1;5:00:00;6.429846154;6.429846154;6.429846154;6.429846154;6.429846154
1;6:00:00;6.490461538;6.490461538;6.490461538;6.490461538;6.490461538
1;7:00:00;6.551076923;6.551076923;6.551076923;6.551076923;6.551076923
1;8:00:00;6.611692308;6.611692308;6.611692308;6.611692308;6.611692308
1;9:00:00;6.672307692;6.672307692;6.672307692;6.672307692;6.672307692
1;10:00:00;6.732923077;6.732923077;6.732923077;6.732923077;6.732923077
1;11:00:00;6.793538462;6.793538462;6.793538462;6.793538462;6.793538462
1;12:00:00;6.854153846;6.854153846;6.854153846;6.854153846;6.854153846
1;13:00:00;6.914769231;6.914769231;6.914769231;6.914769231;6.914769231
1;14:00:00;6.975384615;6.975384615;6.975384615;6.975384615;6.975384615
1;15:00:00;7.036;7.036;7.036;7.036;7.036
1;16:00:00;7.096615385;7.096615385;7.096615385;7.096615385;7.096615385
1;17:00:00;7.157230769;7.157230769;7.157230769;7.157230769;7.157230769
1;18:00:00;7.217846154;7.217846154;7.217846154;7.217846154;7.217846154
1;19:00:00;7.278461538;7.278461538;7.278461538;7.278461538;7.278461538
1;20:00:00;7.339076923;7.339076923;7.339076923;7.339076923;7.339076923
1;21:00:00;7.399692308;7.399692308;7.399692308;7.399692308;7.399692308
1;22:00:00;7.460307692;7.460307692;7.460307692;7.460307692;7.460307692
1;23:00:00;7.520923077;7.520923077;7.520923077;7.520923077;7.520923077
1;0:00:00;7.581538462;7.581538462;7.581538462;7.581538462;7.581538462
1;1:00:00;7.642153846;7.642153846;7.642153846;7.642153846;7.642153846
1;2:00:00;7.702769231;7.702769231;7.702769231;7.702769231;7.702769231
1;3:00:00;7.763384615;7.763384615;7.763384615;7.763384615;7.763384615
1;4:00:00;7.824;7.824;7.824;7.824;7.824
1;5:00:00;7.884615385;7.884615385;7.884615385;7.884615385;7.884615385
1;6:00:00;7.945230769;7.945230769;7.945230769;7.945230769;7.945230769
1;7:00:00;8.005846154;8.005846154;8.005846154;8.005846154;8.005846154
1;8:00:00;8.066461538;8.066461538;8.066461538;8.066461538;8.066461538
1;9:00:00;8.127076923;8.127076923;8.127076923;8.127076923;8.127076923
1;10:00:00;8.187692308;8.187692308;8.187692308;8.187692308;8.187692308
1;11:00:00;8.248307692;8.248307692;8.248307692;8.248307692;8.248307692
1;12:00:00;8.308923077;8.308923077;8.308923077;8.308923077;8.308923077
1;13:00:00;8.369538462;8.369538462;8.369538462;8.369538462;8.369538462
1;14:00:00;8.430153846;8.430153846;8.430153846;8.430153846;8.430153846
1;15:00:00;8.490769231;8.490769231;8.490769231;8.490769231;8.490769231
1;16:00:00;8.551384615;8.551384615;8.551384615;8.551384615;8.551384615
1;17:00:00;8.612;8.612;8.612;8.612;8.612
1;18:00:00;8.672615385;8.672615385;8.672615385;8.672615385;8.672615385
1;19:00:00;8.733230769;8.733230769;8.733230769;8.733230769;8.733230769
1;20:00:00;8.793846154;8.793846154;8.793846154;8.793846154;8.793846154
1;21:00:00;8.854461538;8.854461538;8.854461538;8.854461538;8.854461538
1;22:00:00;8.915076923;8.915076923;8.915076923;8.915076923;8.915076923
1;23:00:00;8.975692308;8.975692308;8.975692308;8.975692308;8.975692308
1;0:00:00;9.036307692;9.036307692;9.036307692;9.036307692;9.036307692
1;1:00:00;9.096923077;9.096923077;9.096923077;9.096923077;9.096923077
1;2:00:00;9.157538462;9.157538462;9.157538462;9.157538462;9.157538462
1;3:00:00;9.218153846;9.218153846;9.218153846;9.218153846;9.218153846
1;4:00:00;9.278769231;9.278769231;9.278769231;9.278769231;9.278769231
1;5:00:00;9.339384615;9.339384615;9.339384615;9.339384615;9.339384615
1;6:00:00;9.4;9.4;9.4;9.4;9.4
1;7:00:00;9.460615385;9.460615385;9.460615385;9.460615385;9.460615385
1;8:00:00;9.521230769;9.521230769;9.521230769;9.521230769;9.521230769
1;9:00:00;9.581846154;9.581846154;9.581846154;9.581846154;9.581846154
1;10:00:00;9.642461538;9.642461538;9.642461538;9.642461538;9.642461538
1;11:00:00;9.703076923;9.703076923;9.703076923;9.703076923;9.703076923
1;12:00:00;9.763692308;9.763692308;9.763692308;9.763692308;9.763692308
1;13:00:00;9.824307692;9.824307692;9.824307692;9.824307692;9.824307692
1;14:00:00;9.884923077;9.884923077;9.884923077;9.884923077;9.884923077
1;15:00:00;9.945538462;9.945538462;9.945538462;9.945538462;9.945538462
1;16:00:00;10.00615385;10.00615385;10.00615385;10.00615385;10.00615385
1;17:00:00;10.06676923;10.06676923;10.06676923;10.06676923;10.06676923
1;18:00:00;10.12738462;10.12738462;10.12738462;10.12738462;10.12738462
1;19:00:00;10.188;10.188;10.188;10.188;10.188
1;20:00:00;10.24861538;10.24861538;10.24861538;10.24861538;10.24861538
1;21:00:00;10.30923077;10.30923077;10.30923077;10.30923077;10.30923077
1;22:00:00;10.36984615;10.36984615;10.36984615;10.36984615;10.36984615
1;23:00:00;10.43046154;10.43046154;10.43046154;10.43046154;10.43046154
1;0:00:00;10.49107692;10.49107692;10.49107692;10.49107692;10.49107692
1;1:00:00;10.55169231;10.55169231;10.55169231;10.55169231;10.55169231
1;2:00:00;10.61230769;10.61230769;10.61230769;10.61230769;10.61230769
1;3:00:00;10.67292308;10.67292308;10.67292308;10.67292308;10.67292308
1;4:00:00;10.73353846;10.73353846;10.73353846;10.73353846;10.73353846
1;5:00:00;10.79415385;10.79415385;10.79415385;10.79415385;10.79415385
1;6:00:00;10.85476923;10.85476923;10.85476923;10.85476923;10.85476923
1;7:00:00;10.91538462;10.91538462;10.91538462;10.91538462;10.91538462
1;8:00:00;10.976;10.976;10.976;10.976;10.976
1;9:00:00;11.03661538;11.03661538;11.03661538;11.03661538;11.03661538
1;10:00:00;11.09723077;11.09723077;11.09723077;11.09723077;11.09723077
1;11:00:00;11.15784615;11.15784615;11.15784615;11.15784615;11.15784615
1;12:00:00;11.21846154;11.21846154;11.21846154;11.21846154;11.21846154
1;13:00:00;11.27907692;11.27907692;11.27907692;11.27907692;11.27907692
1;14:00:00;11.33969231;11.33969231;11.33969231;11.33969231;11.33969231
1;15:00:00;11.40030769;11.40030769;11.40030769;11.40030769;11.40030769
1;16:00:00;11.46092308;11.46092308;11.46092308;11.46092308;11.46092308
1;17:00:00;11.52153846;11.52153846;11.52153846;11.52153846;11.52153846
1;18:00:00;11.58215385;11.58215385;11.58215385;11.58215385;11.58215385
1;19:00:00;11.64276923;11.64276923;11.64276923;11.64276923;11.64276923
1;20:00:00;11.70338462;11.70338462;11.70338462;11.70338462;11.70338462
1;21:00:00;11.764;11.764;11.764;11.764;11.764
1;22:00:00;11.82461538;11.82461538;11.82461538;11.82461538;11.82461538
1;23:00:00;11.88523077;11.88523077;11.88523077;11.88523077;11.88523077
1;0:00:00;11.94584615;11.94584615;11.94584615;11.94584615;11.94584615
1;1:00:00;12.00646154;12.00646154;12.00646154;12.00646154;12.00646154
1;2:00:00;12.06707692;12.06707692;12.06707692;12.06707692;12.06707692
1;3:00:00;12.12769231;12.12769231;12.12769231;12.12769231;12.12769231
1;4:00:00;12.18830769;12.18830769;12.18830769;12.18830769;12.18830769
1;5:00:00;12.24892308;12.24892308;12.24892308;12.24892308;12.24892308
1;6:00:00;12.30953846;12.30953846;12.30953846;12.30953846;12.30953846
1;7:00:00;12.37015385;12.37015385;12.37015385;12.37015385;12.37015385
1;8:00:00;12.43076923;12.43076923;12.43076923;12.43076923;12.43076923
1;9:00:00;12.49138462;12.49138462;12.49138462;12.49138462;12.49138462
1;10:00:00;12.552;12.552;12.552;12.552;12.552
1;11:00:00;12.61261538;12.61261538;12.61261538;12.61261538;12.61261538
1;12:00:00;12.67323077;12.67323077;12.67323077;12.67323077;12.67323077
1;13:00:00;12.73384615;12.73384615;12.73384615;12.73384615;12.73384615
1;14:00:00;12.79446154;12.79446154;12.79446154;12.79446154;12.79446154
1;15:00:00;12.85507692;12.85507692;12.85507692;12.85507692;12.85507692
1;16:00:00;12.91569231;12.91569231;12.91569231;12.91569231;12.91569231
1;17:00:00;12.97630769;12.97630769;12.97630769;12.97630769;12.97630769
1;18:00:00;13.03692308;13.03692308;13.03692308;13.03692308;13.03692308
1;19:00:00;13.09753846;13.09753846;13.09753846;13.09753846;13.09753846
1;20:00:00;13.15815385;13.15815385;13.15815385;13.15815385;13.15815385
1;21:00:00;13.21876923;13.21876923;13.21876923;13.21876923;13.21876923
1;22:00:00;13.27938462;13.27938462;13.27938462;13.27938462;13.27938462
1;23:00:00;13.34;13.34;13.34;13.34;13.34
1;0:00:00;13.40061538;13.40061538;13.40061538;13.40061538;13.40061538
1;1:00:00;13.46123077;13.46123077;13.46123077;13.46123077;13.46123077
1;2:00:00;13.52184615;13.52184615;13.52184615;13.52184615;13.52184615
1;3:00:00;13.58246154;13.58246154;13.58246154;13.58246154;13.58246154
1;4:00:00;13.64307692;13.64307692;13.64307692;13.64307692;13.64307692
1;5:00:00;13.70369231;13.70369231;13.70369231;13.70369231;13.70369231
1;6:00:00;13.76430769;13.76430769;13.76430769;13.76430769;13.76430769
1;7:00:00;13.82492308;13.82492308;13.82492308;13.82492308;13.82492308
1;8:00:00;13.88553846;13.88553846;13.88553846;13.88553846;13.88553846
1;9:00:00;13.94615385;13.94615385;13.94615385;13.94615385;13.94615385
1;10:00:00;14.00676923;14.00676923;14.00676923;14.00676923;14.00676923
1;11:00:00;14.06738462;14.06738462;14.06738462;14.06738462;14.06738462
1;12:00:00;14.128;14.128;14.128;14.128;14.128
1;13:00:00;14.18861538;14.18861538;14.18861538;14.18861538;14.18861538
1;14:00:00;14.24923077;14.24923077;14.24923077;14.24923077;14.24923077
1;15:00:00;14.30984615;14.30984615;14.30984615;14.30984615;14.30984615
1;16:00:00;14.37046154;14.37046154;14.37046154;14.37046154;14.37046154
1;17:00:00;14.43107692;14.43107692;14.43107692;14.43107692;14.43107692
1;18:00:00;14.49169231;14.49169231;14.49169231;14.49169231;14.49169231
1;19:00:00;14.55230769;14.55230769;14.55230769;14.55230769;14.55230769
1;20:00:00;14.61292308;14.61292308;14.61292308;14.61292308;14.61292308
1;21:00:00;14.67353846;14.67353846;14.67353846;14.67353846;14.67353846
1;22:00:00;14.73415385;14.73415385;14.73415385;14.73415385;14.73415385
1;23:00:00;14.79476923;14.79476923;14.79476923;14.79476923;14.79476923
1;0:00:00;14.85538462;14.85538462;14.85538462;14.85538462;14.85538462
1;1:00:00;14.916;14.916;14.916;14.916;14.916
1;2:00:00;14.97661538;14.97661538;14.97661538;14.97661538;14.97661538
1;3:00:00;15.03723077;15.03723077;15.03723077;15.03723077;15.03723077
1;4:00:00;15.09784615;15.09784615;15.09784615;15.09784615;15.09784615
1;5:00:00;15.15846154;15.15846154;15.15846154;15.15846154;15.15846154
1;6:00:00;15.21907692;15.21907692;15.21907692;15.21907692;15.21907692
1;7:00:00;15.27969231;15.27969231;15.27969231;15.27969231;15.27969231
1;8:00:00;15.34030769;15.34030769;15.34030769;15.34030769;15.34030769
1;9:00:00;15.40092308;15.40092308;15.40092308;15.40092308;15.40092308
1;10:00:00;15.46153846;15.46153846;15.46153846;15.46153846;15.46153846
1;11:00:00;15.52215385;15.52215385;15.52215385;15.52215385;15.52215385
1;12:00:00;15.58276923;15.58276923;15.58276923;15.58276923;15.58276923
1;13:00:00;15.64338462;15.64338462;15.64338462;15.64338462;15.64338462
1;14:00:00;15.704;15.704;15.704;15.704;15.704
1;15:00:00;15.76461538;15.76461538;15.76461538;15.76461538;15.76461538
1;16:00:00;15.82523077;15.82523077;15.82523077;15.82523077;15.82523077
1;17:00:00;15.88584615;15.88584615;15.88584615;15.88584615;15.88584615
1;18:00:00;15.94646154;15.94646154;15.94646154;15.94646154;15.94646154
1;19:00:00;16.00707692;16.00707692;16.00707692;16.00707692;16.00707692
1;20:00:00;16.06769231;16.06769231;16.06769231;16.06769231;16.06769231
1;21:00:00;16.12830769;16.12830769;16.12830769;16.12830769;16.12830769
1;22:00:00;16.18892308;16.18892308;16.18892308;16.18892308;16.18892308
1;23:00:00;16.24953846;16.24953846;16.24953846;16.24953846;16.24953846
1;0:00:00;16.31015385;16.31015385;16.31015385;16.31015385;16.31015385
1;1:00:00;16.37076923;16.37076923;16.37076923;16.37076923;16.37076923
1;2:00:00;16.43138462;16.43138462;16.43138462;16.43138462;16.43138462
1;3:00:00;16.492;16.492;16.492;16.492;16.492
1;4:00:00;16.55261538;16.55261538;16.55261538;16.55261538;16.55261538
1;5:00:00;16.61323077;16.61323077;16.61323077;16.61323077;16.61323077
1;6:00:00;16.67384615;16.67384615;16.67384615;16.67384615;16.67384615
1;7:00:00;16.73446154;16.73446154;16.73446154;16.73446154;16.73446154
1;8:00:00;16.79507692;16.79507692;16.79507692;16.79507692;16.79507692
1;9:00:00;16.85569231;16.85569231;16.85569231;16.85569231;16.85569231
1;10:00:00;16.91630769;16.91630769;16.91630769;16.91630769;16.91630769
1;11:00:00;16.97692308;16.97692308;16.97692308;16.97692308;16.97692308
1;12:00:00;17.03753846;17.03753846;17.03753846;17.03753846;17.03753846
1;13:00:00;17.09815385;17.09815385;17.09815385;17.09815385;17.09815385
1;14:00:00;17.15876923;17.15876923;17.15876923;17.15876923;17.15876923
1;15:00:00;17.21938462;17.21938462;17.21938462;17.21938462;17.21938462
1;16:00:00;17.28;17.28;17.28;17.28;17.28
1;17:00:00;17.34061538;17.34061538;17.34061538;17.34061538;17.34061538
1;18:00:00;17.40123077;17.40123077;17.40123077;17.40123077;17.40123077
1;19:00:00;17.46184615;17.46184615;17.46184615;17.46184615;17.46184615
1;20:00:00;17.52246154;17.52246154;17.52246154;17.52246154;17.52246154
1;21:00:00;17.58307692;17.58307692;17.58307692;17.58307692;17.58307692
1;22:00:00;17.64369231;17.64369231;17.64369231;17.64369231;17.64369231
1;23:00:00;17.70430769;17.70430769;17.70430769;17.70430769;17.70430769
1;0:00:00;17.76492308;17.76492308;17.76492308;17.76492308;17.76492308
1;1:00:00;17.82553846;17.82553846;17.82553846;17.82553846;17.82553846
1;2:00:00;17.88615385;17.88615385;17.88615385;17.88615385;17.88615385
1;3:00:00;17.94676923;17.94676923;17.94676923;17.94676923;17.94676923
1;4:00:00;18.00738462;18.00738462;18.00738462;18.00738462;18.00738462
1;5:00:00;18.068;18.068;18.068;18.068;18.068
1;6:00:00;18.12861538;18.12861538;18.12861538;18.12861538;18.12861538
1;7:00:00;18.18923077;18.18923077;18.18923077;18.18923077;18.18923077
1;8:00:00;18.24984615;18.24984615;18.24984615;18.24984615;18.24984615
1;9:00:00;18.31046154;18.31046154;18.31046154;18.31046154;18.31046154
1;10:00:00;18.37107692;18.37107692;18.37107692;18.37107692;18.37107692
1;11:00:00;18.43169231;18.43169231;18.43169231;18.43169231;18.43169231
1;12:00:00;18.49230769;18.49230769;18.49230769;18.49230769;18.49230769
1;13:00:00;18.55292308;18.55292308;18.55292308;18.55292308;18.55292308
1;14:00:00;18.61353846;18.61353846;18.61353846;18.61353846;18.61353846
1;15:00:00;18.67415385;18.67415385;18.67415385;18.67415385;18.67415385
1;16:00:00;18.73476923;18.73476923;18.73476923;18.73476923;18.73476923
1;17:00:00;18.79538462;18.79538462;18.79538462;18.79538462;18.79538462
1;18:00:00;18.856;18.856;18.856;18.856;18.856
1;19:00:00;18.91661538;18.91661538;18.91661538;18.91661538;18.91661538
1;20:00:00;18.97723077;18.97723077;18.97723077;18.97723077;18.97723077
1;21:00:00;19.03784615;19.03784615;19.03784615;19.03784615;19.03784615
1;22:00:00;19.09846154;19.09846154;19.09846154;19.09846154;19.09846154
1;23:00:00;19.15907692;19.15907692;19.15907692;19.15907692;19.15907692
1;0:00:00;19.21969231;19.21969231;19.21969231;19.21969231;19.21969231
1;1:00:00;19.28030769;19.28030769;19.28030769;19.28030769;19.28030769
1;2:00:00;19.34092308;19.34092308;19.34092308;19.34092308;19.34092308
1;3:00:00;19.40153846;19.40153846;19.40153846;19.40153846;19.40153846
1;4:00:00;19.46215385;19.46215385;19.46215385;19.46215385;19.46215385
1;5:00:00;19.52276923;19.52276923;19.52276923;19.52276923;19.52276923
1;6:00:00;19.58338462;19.58338462;19.58338462;19.58338462;19.58338462
1;7:00:00;19.644;19.644;19.644;19.644;19.644
1;8:00:00;19.70461538;19.70461538;19.70461538;19.70461538;19.70461538
1;9:00:00;19.76523077;19.76523077;19.76523077;19.76523077;19.76523077
1;10:00:00;19.82584615;19.82584615;19.82584615;19.82584615;19.82584615
1;11:00:00;19.88646154;19.88646154;19.88646154;19.88646154;19.88646154
1;12:00:00;19.94707692;19.94707692;19.94707692;19.94707692;19.94707692
1;13:00:00;20.00769231;20.00769231;20.00769231;20.00769231;20.00769231
1;14:00:00;20.06830769;20.06830769;20.06830769;20.06830769;20.06830769
1;15:00:00;20.12892308;20.12892308;20.12892308;20.12892308;20.12892308
1;16:00:00;20.18953846;20.18953846;20.18953846;20.18953846;20.18953846
1;17:00:00;20.25015385;20.25015385;20.25015385;20.25015385;20.25015385
1;18:00:00;20.31076923;20.31076923;20.31076923;20.31076923;20.31076923
1;19:00:00;20.37138462;20.37138462;20.37138462;20.37138462;20.37138462
1;20:00:00;20.432;20.432;20.432;20.432;20.432
1;21:00:00;20.49261538;20.49261538;20.49261538;20.49261538;20.49261538
1;22:00:00;20.55323077;20.55323077;20.55323077;20.55323077;20.55323077
1;23:00:00;20.61384615;20.61384615;20.61384615;20.61384615;20.61384615
1;0:00:00;20.67446154;20.67446154;20.67446154;20.67446154;20.67446154
1;1:00:00;20.73507692;20.73507692;20.73507692;20.73507692;20.73507692
1;2:00:00;20.79569231;20.79569231;20.79569231;20.79569231;20.79569231
1;3:00:00;20.85630769;20.85630769;20.85630769;20.85630769;20.85630769
1;4:00:00;20.91692308;20.91692308;20.91692308;20.91692308;20.91692308
1;5:00:00;20.97753846;20.97753846;20.97753846;20.97753846;20.97753846
1;6:00:00;21.03815385;21.03815385;21.03815385;21.03815385;21.03815385
1;7:00:00;21.09876923;21.09876923;21.09876923;21.09876923;21.09876923
1;8:00:00;21.15938462;21.15938462;21.15938462;21.15938462;21.15938462
1;9:00:00;21.22;21.22;21.22;21.22;21.22
1;10:00:00;21.28061538;21.28061538;21.28061538;21.28061538;21.28061538
1;11:00:00;21.34123077;21.34123077;21.34123077;21.34123077;21.34123077
1;12:00:00;21.40184615;21.40184615;21.40184615;21.40184615;21.40184615
1;13:00:00;21.46246154;21.46246154;21.46246154;21.46246154;21.46246154
1;14:00:00;21.52307692;21.52307692;21.52307692;21.52307692;21.52307692
1;15:00:00;21.58369231;21.58369231;21.58369231;21.58369231;21.58369231
1;16:00:00;21.64430769;21.64430769;21.64430769;21.64430769;21.64430769
1;17:00:00;21.70492308;21.70492308;21.70492308;21.70492308;21.70492308
1;18:00:00;21.76553846;21.76553846;21.76553846;21.76553846;21.76553846
1;19:00:00;21.82615385;21.82615385;21.82615385;21.82615385;21.82615385
1;20:00:00;21.88676923;21.88676923;21.88676923;21.88676923;21.88676923
1;21:00:00;21.94738462;21.94738462;21.94738462;21.94738462;21.94738462
1;22:00:00;22.008;22.008;22.008;22.008;22.008
1;23:00:00;22.06861538;22.06861538;22.06861538;22.06861538;22.06861538
1;0:00:00;22.12923077;22.12923077;22.12923077;22.12923077;22.12923077
1;1:00:00;22.18984615;22.18984615;22.18984615;22.18984615;22.18984615
1;2:00:00;22.25046154;22.25046154;22.25046154;22.25046154;22.25046154
1;3:00:00;22.31107692;22.31107692;22.31107692;22.31107692;22.31107692
1;4:00:00;22.37169231;22.37169231;22.37169231;22.37169231;22.37169231
1;5:00:00;22.43230769;22.43230769;22.43230769;22.43230769;22.43230769
1;6:00:00;22.49292308;22.49292308;22.49292308;22.49292308;22.49292308
1;7:00:00;22.55353846;22.55353846;22.55353846;22.55353846;22.55353846
1;8:00:00;22.61415385;22.61415385;22.61415385;22.61415385;22.61415385
1;9:00:00;22.67476923;22.67476923;22.67476923;22.67476923;22.67476923
1;10:00:00;22.73538462;22.73538462;22.73538462;22.73538462;22.73538462
1;11:00:00;22.796;22.796;22.796;22.796;22.796
1;12:00:00;22.85661538;22.85661538;22.85661538;22.85661538;22.85661538
1;13:00:00;22.91723077;22.91723077;22.91723077;22.91723077;22.91723077
1;14:00:00;22.97784615;22.97784615;22.97784615;22.97784615;22.97784615
1;15:00:00;23.03846154;23.03846154;23.03846154;23.03846154;23.03846154
1;16:00:00;23.09907692;23.09907692;23.09907692;23.09907692;23.09907692
1;17:00:00;23.15969231;23.15969231;23.15969231;23.15969231;23.15969231
1;18:00:00;23.22030769;23.22030769;23.22030769;23.22030769;23.22030769
1;19:00:00;23.28092308;23.28092308;23.28092308;23.28092308;23.28092308
1;20:00:00;23.34153846;23.34153846;23.34153846;23.34153846;23.34153846
